seguridad.nombre_barrio,promedio_robos,casos_totales,nivel_geo,seguridad.codigo_barrio,seguridad.codigo_comuna,zona_clave,municipio_x,promedio_robos_municipio,casos_municipio,departamento,sector,comuna,municipio_y,promedio_arriendo_apartamento,rango_apartamento,promedio_arriendo_casa,rango_casa,promedio_arriendo_local,rango_local,indice_riesgo,nivel_riesgo,alerta
,,,,,,ANTIOQUIA|ABEJORRAL,ABEJORRAL,1.0,48.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|ABRIAQUI,ABRIAQUI,,1.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|ALEJANDRIA,ALEJANDRIA,1.25,11.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|AMAGA,AMAGA,1.28125,201.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|AMALFI,AMALFI,1.3666666666666667,114.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|ANDES,ANDES,1.4464285714285714,204.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|ANGELOPOLIS,ANGELOPOLIS,1.3333333333333333,21.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|ANGOSTURA,ANGOSTURA,1.25,39.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|ANORI,ANORI,1.1666666666666667,42.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|ANZA,ANZA,1.0,15.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|APARTADO,APARTADO,2.9875,1146.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|ARBOLETES,ARBOLETES,1.0,67.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|ARGELIA,ARGELIA,1.0,7.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|ARMENIA,ARMENIA,,6.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|BARBOSA,BARBOSA,1.9210526315789473,541.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|BELLO,BELLO,24.557291666666668,11682.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|BELMIRA,BELMIRA,1.1428571428571428,17.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|BETANIA,BETANIA,1.1538461538461537,31.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|BETULIA,BETULIA,1.0714285714285714,49.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|BRICENO,BRICENO,1.0,14.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|BURITICA,BURITICA,1.0909090909090908,55.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|CACERES,CACERES,1.1666666666666667,58.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|CAICEDO,CAICEDO,1.0,19.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|CALDAS,CALDAS,2.3448275862068964,846.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|CAMPAMENTO,CAMPAMENTO,1.0,7.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|CANASGORDAS,CANASGORDAS,1.0,54.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|CARACOLI,CARACOLI,1.0,6.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|CARAMANTA,CARAMANTA,1.5,9.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|CAREPA,CAREPA,1.3289473684210527,268.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|CAROLINA,CAROLINA,1.1,18.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|CAUCASIA,CAUCASIA,2.2885906040268456,926.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|CHIGORODO,CHIGORODO,1.5569620253164558,298.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|CISNEROS,CISNEROS,1.1578947368421053,73.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|CIUDAD BOLIVAR,CIUDAD BOLIVAR,1.1951219512195121,96.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|COCORNA,COCORNA,1.2564102564102564,95.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|CONCEPCION,CONCEPCION,1.25,18.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|CONCORDIA,CONCORDIA,1.0434782608695652,75.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|COPACABANA,COPACABANA,3.6864864864864866,1675.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|DABEIBA,DABEIBA,1.0740740740740742,71.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|DON MATIAS,DON MATIAS,1.2666666666666666,133.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|EBEJICO,EBEJICO,1.1666666666666667,29.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|EL BAGRE,EL BAGRE,1.2533333333333334,201.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|EL CARMEN DE VIBORAL,EL CARMEN DE VIBORAL,1.7826086956521738,413.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|EL SANTUARIO,EL SANTUARIO,1.4027777777777777,243.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|ENTRERRIOS,ENTRERRIOS,1.1111111111111112,66.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|ENVIGADO,ENVIGADO,6.914893617021277,3216.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|FREDONIA,FREDONIA,1.0416666666666667,66.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|FRONTINO,FRONTINO,1.08,41.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|GIRALDO,GIRALDO,1.0714285714285714,36.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|GIRARDOTA,GIRARDOTA,1.8888888888888888,643.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|GOMEZ PLATA,GOMEZ PLATA,1.25,31.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|GRANADA,GRANADA,1.1111111111111112,31.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|GUADALUPE,GUADALUPE,1.5,17.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|GUARNE,GUARNE,2.251851851851852,819.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|GUATAPE,GUATAPE,1.2307692307692308,70.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|HELICONIA,HELICONIA,1.0,14.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|HISPANIA,HISPANIA,1.1538461538461537,31.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|ITAGUI,ITAGUI,11.571428571428571,5607.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|ITUANGO,ITUANGO,1.0714285714285714,37.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|JARDIN,JARDIN,1.1904761904761905,36.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|JERICO,JERICO,1.0555555555555556,35.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|LA CEJA,LA CEJA,1.7191011235955056,390.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|LA ESTRELLA,LA ESTRELLA,2.3580246913580245,935.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|LA PINTADA,LA PINTADA,1.0909090909090908,56.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|LA UNION,LA UNION,1.236842105263158,114.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|LIBORINA,LIBORINA,1.0,10.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|MACEO,MACEO,1.1333333333333333,36.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|MARINILLA,MARINILLA,2.7714285714285714,963.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|MEDELLIN CT,MEDELLIN CT,189.46354166666666,91560.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|MONTEBELLO,MONTEBELLO,1.1111111111111112,25.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|MUTATA,MUTATA,1.206896551724138,77.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|NARINO,NARINO,1.0,9.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|NECHI,NECHI,1.0,30.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|NECOCLI,NECOCLI,1.4313725490196079,158.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|OLAYA,OLAYA,1.6,11.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|PENOL,PENOL,1.3636363636363635,151.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|PUEBLORRICO,PUEBLORRICO,1.1666666666666667,15.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|PUERTO BERRIO,PUERTO BERRIO,1.4752475247524752,377.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|PUERTO NARE,PUERTO NARE,1.0833333333333333,26.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|PUERTO TRIUNFO,PUERTO TRIUNFO,1.2075471698113207,150.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|REMEDIOS,REMEDIOS,1.75,329.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|RETIRO,RETIRO,1.21875,110.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|RIONEGRO,RIONEGRO,3.1962025316455698,1264.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|SABANALARGA,SABANALARGA,1.0,1.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|SABANETA,SABANETA,3.1411764705882352,1364.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|SALGAR,SALGAR,1.1538461538461537,75.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|SAN ANDRES DE CUERQUIA,SAN ANDRES DE CUERQUIA,1.0,29.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|SAN CARLOS,SAN CARLOS,1.1153846153846154,76.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|SAN FRANCISCO,SAN FRANCISCO,1.5,10.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|SAN JERONIMO,SAN JERONIMO,1.3488372093023255,118.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|SAN JOSE DE LA MONTANA,SAN JOSE DE LA MONTANA,1.0,7.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|SAN JUAN DE URABA,SAN JUAN DE URABA,1.1818181818181819,30.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|SAN LUIS,SAN LUIS,1.1764705882352942,77.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|SAN PEDRO,SAN PEDRO,1.6419753086419753,300.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|SAN PEDRO DE URABA,SAN PEDRO DE URABA,1.0,61.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|SAN RAFAEL,SAN RAFAEL,1.2352941176470589,98.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|SAN ROQUE,SAN ROQUE,1.12,86.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|SAN VICENTE,SAN VICENTE,1.4054054054054055,124.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|SANTA BARBARA,SANTA BARBARA,1.0666666666666667,121.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|SANTA ROSA DE OSOS,SANTA ROSA DE OSOS,1.4383561643835616,273.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|SANTAFE DE ANTIOQUIA,SANTAFE DE ANTIOQUIA,1.7710843373493976,331.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|SANTO DOMINGO,SANTO DOMINGO,1.1,67.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|SEGOVIA,SEGOVIA,2.4782608695652173,759.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|SONSON,SONSON,1.372093023255814,134.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|SOPETRAN,SOPETRAN,1.2244897959183674,155.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|TAMESIS,TAMESIS,1.0769230769230769,33.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|TARAZA,TARAZA,1.2307692307692308,107.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|TARSO,TARSO,1.0,14.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|TITIRIBI,TITIRIBI,1.0,38.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|TOLEDO,TOLEDO,1.0,12.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|TURBO,TURBO,2.669491525423729,725.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|URAMITA,URAMITA,1.1666666666666667,11.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|URRAO,URRAO,1.28125,84.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|VALDIVIA,VALDIVIA,1.0769230769230769,48.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|VALPARAISO,VALPARAISO,1.0,17.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|VEGACHI,VEGACHI,1.25,111.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|VENECIA,VENECIA,1.1111111111111112,34.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|YALI,YALI,1.1538461538461537,38.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|YARUMAL,YARUMAL,1.423728813559322,210.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|YOLOMBO,YOLOMBO,1.2173913043478262,137.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|YONDO,YONDO,1.302325581395349,150.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
,,,,,,ANTIOQUIA|ZARAGOZA,ZARAGOZA,1.2340425531914894,127.0,ANTIOQUIA,,,,,,,,,,,Sin datos,Sin datos
AGUAS FRIAS,1.0,1.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.023497101007018614,💎 Diamante,🟢 Segura
ALEJANDRIA,1.7,17.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.039945071711931644,🥇 Oro,🟢 Segura
ALEJANDRO ECHAVARRIA,1.875,15.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.0440570643881599,🥈 Plata,🟠 Alerta Media
ALFONSO LOPEZ,2.0,48.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.04699420201403723,🥈 Plata,🟠 Alerta Media
ALTAMIRA,2.0,50.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.04699420201403723,🥈 Plata,🟠 Alerta Media
ALTAVISTA,2.076923076923077,27.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.04880167132226944,🥉 Bronce,🚨 Alerta Roja
ALTOS DEL POBLADO,2.6153846153846154,34.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.061453956479894836,🧱 Cobre,🚨 Alerta Roja
ANDALUCIA,1.375,11.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.03230851388465059,💎 Diamante,🟢 Segura
ANTONIO NARINO,2.2,22.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.05169362221544096,🥉 Bronce,🚨 Alerta Roja
ARANJUEZ,2.074074074074074,56.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.048734728014557124,🥉 Bronce,🚨 Alerta Roja
AREA DE EXPANSION ALTAVISTA,1.0,1.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.023497101007018614,💎 Diamante,🟢 Segura
AREA DE EXPANSION BELEN,4.0,4.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.09398840402807446,🧱 Cobre,🚨 Alerta Roja
AREA DE EXPANSION CALASANZ,1.0,1.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.023497101007018614,💎 Diamante,🟢 Segura
AREA DE EXPANSION PAJARITO,1.9,38.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.04464449191333537,🥈 Plata,🟠 Alerta Media
AREA DE EXPANSION SAN ANTONIO DE PRADO,1.0,2.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.023497101007018614,💎 Diamante,🟢 Segura
AREA URBANA CGTO SAN ANTONIO DE PRADO,1.7804878048780488,73.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.041836301792984365,🥇 Oro,🟢 Segura
AREA URBANA CGTO SAN CRISTOBAL,1.5789473684210527,30.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.037100685800555706,🥇 Oro,🟢 Segura
ASOMADERA NO1,2.0,10.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.04699420201403723,🥈 Plata,🟠 Alerta Media
ASOMADERA NO2,1.0,8.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.023497101007018614,💎 Diamante,🟢 Segura
ASOMADERA NO3,1.0,1.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.023497101007018614,💎 Diamante,🟢 Segura
ASTORGA,2.380952380952381,50.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.05594547858813956,🥉 Bronce,🚨 Alerta Roja
AURES NO1,1.7777777777777777,16.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.041772624012477534,🥇 Oro,🟢 Segura
AURES NO2,2.2857142857142856,16.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.053707659444613975,🥉 Bronce,🚨 Alerta Roja
B CERRO EL VOLADOR,1.625,13.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.03818278913640525,🥇 Oro,🟢 Segura
BARRIO CAYCEDO,1.588235294117647,54.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.03731892512879427,🥇 Oro,🟢 Segura
BARRIO COLOMBIA,6.870967741935484,426.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.1614478230482247,🧱 Cobre,🚨 Alerta Roja
BARRIO COLON,8.683544303797468,686.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.20403811760525026,🧱 Cobre,🚨 Alerta Roja
BARRIO CRISTOBAL,2.0,10.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.04699420201403723,🥈 Plata,🟠 Alerta Media
BARRIOS DE JESUS,1.3333333333333333,4.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.03132946800935815,💎 Diamante,🟢 Segura
BATALLON CUARTA BRIGADA,1.0,1.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.023497101007018614,💎 Diamante,🟢 Segura
BELALCAZAR,2.2,33.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.05169362221544096,🥉 Bronce,🚨 Alerta Roja
BELEN,3.727272727272727,246.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.08758010375343302,🧱 Cobre,🚨 Alerta Roja
BELENCITO,3.3333333333333335,10.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.07832367002339538,🧱 Cobre,🚨 Alerta Roja
BELLO HORIZONTE,1.9285714285714286,27.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.04531583765639304,🥈 Plata,🟠 Alerta Media
BERLIN,2.25,45.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.052868477265791886,🥉 Bronce,🚨 Alerta Roja
BERMEJALLOS ALAMOS,1.4,7.0,seguridad.nombre_barrio,,,SIN_INFO,,,,,,,,,,,,,,0.03289594140982606,💎 Diamante,🟢 Segura
